address|lat|lon|state|district
Bharta Khurd B.O|31.055492|76.077625|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Bharthala B.O|31.011598|76.379645|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Rautapur B.O|26.06042|80.842534|UTTAR PRADESH|RAE BARELI
Bharo Mazara B.O|31.160583|75.999295|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Bharoli B.O|31.240573|75.886073|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Shewatari Bzr B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Simla B.O|22.887083|88.363999|WEST BENGAL|HUGLI
SIMLAGARH B.O|23.096071|88.23148|WEST BENGAL|HUGLI
Chaumu Uchyur B.O|29.589241|79.646666|UTTARAKHAND|
Tarhul B.O|20.351959|80.945091|CHATTISGARH|KORIYA
Chaunallia S.O|29.616767|79.295673|UTTARAKHAND|
Chaun Dungri B.O|29.589241|79.646666|UTTARAKHAND|
Chaunsli B.O|29.589241|79.646666|UTTARAKHAND|
Mola B.O|20.226857|76.631885|MAHARASHTRA|BULDANA
Sapuipara B.O|22.637946|88.321501|WEST BENGAL|HAORA
Chaukuni B.O|29.682709|79.440853|UTTARAKHAND|
Barkot B.O|30.049395|78.67852|UTTARAKHAND|GARHWAL
Tarasgaon B.O|20.389285|81.455364|CHATTISGARH|KORIYA
Barkholu B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Amta S.O|22.571111|88.008889|WEST BENGAL|HAORA
Mominabad B.O|20.911658|76.331889|MAHARASHTRA|BULDANA
Rajamaniapuram B.O|8.562589|78.093024|TAMIL NADU|THOOTHUKKUDI
Anandanagar B.O|22.699206|88.414334|WEST BENGAL|HAORA
Tineri B.O|24.865227|84.655759|BIHAR|MUNGER
Gajpura B.O|26.596476|77.705144|RAJASTHAN|DHAULPUR
Bariyun B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Sarat Chatterjee Rd. S.O|22.571855|88.308028|WEST BENGAL|HAORA
Rudayan B.O|27.744283|78.309182|UTTAR PRADESH|MATHURA
Chauri Aladadpur B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Nathpara B.O|22.67653|89.01778|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Naskarpara Jalaberia B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Ruheri B.O|27.663126|78.071255|UTTAR PRADESH|MATHURA
Safapora S.O|34.259679|74.66627|JAMMU & KASHMIR|BARAMULA
Aymanawabpur B.O|22.9|88.39|WEST BENGAL|HUGLI
Tella B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Anantapur S.O (Howrah)|22.595769|88.263639|WEST BENGAL|HAORA
Berhatti B.O|11.491604|76.733652|TAMIL NADU|KRISHNAGIRI
Sadunara B.O|34.320111|74.647362|JAMMU & KASHMIR|BARAMULA
Dalota B.O|28.03903|75.984059|RAJASTHAN|JHUNJHUNU
Natendrapur B.O|21.689264|88.07664|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Ramipur B.O|26.262875|81.237427|UTTAR PRADESH|RAE BARELI
Bengalmattam B.O|11.290539|76.677365|TAMIL NADU|KRISHNAGIRI
Sekhanli B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Sarda B.O|22.52668|87.970232|WEST BENGAL|HAORA
Chaubattia S.O|29.613782|79.456325|UTTARAKHAND|
Dalelpura B.O|27.837885|75.705165|RAJASTHAN|JHUNJHUNU
Sheoraphuli S.O|22.769003|88.321501|WEST BENGAL|HUGLI
Bareth B.O|29.880154|78.54053|UTTARAKHAND|GARHWAL
Sagipora B.O|34.384573|74.368925|JAMMU & KASHMIR|BARAMULA
Tuyegahan B.O|20.27|81.49|CHATTISGARH|KABEERDHAM
Ramgaon B.O|26.434486|81.23123|UTTAR PRADESH|RAE BARELI
Andul -mouri S.O|22.586049|88.236712|WEST BENGAL|HAORA
Shibpur Bansberia S.O|22.976765|88.397966|WEST BENGAL|HUGLI
Andul Road S.O|22.56514|88.28372|WEST BENGAL|HAORA
Sarenga B.O|22.524469|88.213688|WEST BENGAL|HAORA
Charchalikhan B.O|29.589241|79.646666|UTTARAKHAND|
Chaubeesi B.O|26.570989|81.430645|UTTAR PRADESH|BARA BANKI
Rampur Pawara B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Barkatpally B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Semra Maharaj B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Nazra B.O|22.220395|88.277747|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Sauraha B.O|26.991571|83.376268|UTTAR PRADESH|KISHANGANJ
Nayabad B.O|22.483636|88.412822|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Nayabad Rajpur B.O|22.483636|88.412822|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Bhakhlaur B.O|31.074515|75.950678|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Rampur Kala B.O|26.075614|80.841239|UTTAR PRADESH|RAE BARELI
Nand Nagri \A\" S.O|28.702358|77.302997|DELHI"|EAST
Rampur Kasiha B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Thala B.O|20.163942|73.108405|GUJARAT|BANAS KANTHA
Peerapur B.O|16.57388|76.40424|KARNATAKA|BIJAPUR
Deolawas B.O|28.181857|75.95213|RAJASTHAN|JHUNJHUNU
Nand Nagri \C\" S.O|28.702358|77.302997|DELHI"|EAST
Alipur B.O|22.664173|88.402441|WEST BENGAL|HAORA
Ramanujampudur B.O|8.569596|77.818859|TAMIL NADU|THOOTHUKKUDI
Arjuna B.O|23.144406|88.340934|WEST BENGAL|HUGLI
Deogaon B.O|27.80193|75.367452|RAJASTHAN|JHUNJHUNU
Latori B.O|21.367941|80.474367|MAHARASHTRA|GONDIYA
Murukmanai B.O|24.428434|85.830706|JHARKHAND|KODARMA
Bedgaon B.O|30.007761|78.712191|UTTARAKHAND|GARHWAL
Sasati B.O|22.34789|87.965334|WEST BENGAL|HAORA
Mahulia S.O|22.648512|86.4162|JHARKHAND|PURBI SINGHBHUM
Taria B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Bhin B.O|31.166747|76.093576|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Thuneri B.O|11.452968|76.739424|TAMIL NADU|KRISHNAGIRI
Khellore B.O|19.813382|85.831465|ODISHA|
Bawansi B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Ganhedi B.O|28.607604|77.226258|RAJASTHAN|DHAULPUR
Ramachandrapuram B.O|9.149748|78.244767|TAMIL NADU|THOOTHUKKUDI
Torowal B.O|31.213289|76.256602|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Delsar Kaklan B.O|27.968839|75.364993|RAJASTHAN|JHUNJHUNU
Mandi S.O|33.795977|74.25388|JAMMU & KASHMIR|PUNCH
Mandi Sangwali B.O|33.771712|74.094631|JAMMU & KASHMIR|PUNCH
MEDICAL COLLEGE  S.O|18.986245|75.749323|MAHARASHTRA|BID
Thuthurmattam B.O|11.291095|76.736379|TAMIL NADU|KRISHNAGIRI
Tekalkode B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Ranapur Pahrauli B.O|26.310321|80.906947|UTTAR PRADESH|RAE BARELI
Chhatena B.O|29.589241|79.646666|UTTARAKHAND|
Desusar B.O|28.170155|75.437386|RAJASTHAN|JHUNJHUNU
Uchchhal S.O|21.171408|73.741166|GUJARAT|
Thummanpet B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Talakurra B.O|20.322592|81.301428|CHATTISGARH|KORIYA
Rukunpur B.O|26.322579|81.338998|UTTAR PRADESH|RAE BARELI
Thummala Chervu B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Baunsal Talla B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Derwala B.O|28.061519|75.358708|RAJASTHAN|JHUNJHUNU
Baundar B.O|29.67917|79.12063|UTTARAKHAND|GARHWAL
Baundar Khutinga B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Soaluk B.O|22.934393|87.948185|WEST BENGAL|HUGLI
Neb Sarai B.O|28.482016|77.217073|DELHI|SOUTH WEST
Chhitar B.O|29.898225|79.381752|UTTARAKHAND|
Thotapally B.O|16.625435|78.392337|TELANGANA|MAHBUBNAGAR
Amardah B.O|22.595769|88.263639|WEST BENGAL|HAORA
Amaragori B.O|22.607304|87.934936|WEST BENGAL|HAORA
Sogandha B.O|22.905728|88.338168|WEST BENGAL|HUGLI
Deorasar B.O|28.056902|75.494912|RAJASTHAN|JHUNJHUNU
Thommidirekula B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Khalari B.O|20.812602|85.109032|ODISHA|ANUGUL
Chheda B.O|26.889661|81.199207|UTTAR PRADESH|BARA BANKI
Chhana B.O|29.632007|79.631964|UTTARAKHAND|
Chhana Kharkota B.O|29.589241|79.646666|UTTARAKHAND|
Mhaiswadi B.O|20.968185|76.224375|MAHARASHTRA|BULDANA
Mauj B.O|18.971139|75.879538|MAHARASHTRA|BID
Mhasla BK B.O|20.34638|75.978254|MAHARASHTRA|BULDANA
Rustampur B.O|25.993595|81.07331|UTTAR PRADESH|RAE BARELI
Anandnagar S.O (Maharajganj)|27.144604|83.562174|UTTAR PRADESH|KISHANGANJ
Matkuli B.O|18.786983|75.294934|MAHARASHTRA|BID
Basola B.O|29.914513|79.161908|UTTARAKHAND|GARHWAL
Shibtala Liluah S.O|22.570145|88.318464|WEST BENGAL|HAORA
Daula B.O|28.959344|77.331007|UTTAR PRADESH|BAGHPAT
Tarandul B.O|20.160107|81.271324|CHATTISGARH|KORIYA
Shibganj B.O|22.276315|88.045372|WEST BENGAL|HAORA
Astara B.O|22.84274|87.999612|WEST BENGAL|HUGLI
Aslahari B.O|22.9|88.39|WEST BENGAL|HUGLI
Tilaiya B.O|24.546666|85.079187|BIHAR|MUNGER
Matori B.O|19.175963|75.467244|MAHARASHTRA|BID
Rupamau B.O|26.230124|81.325712|UTTAR PRADESH|RAE BARELI
Somra B.O|23.137889|88.431907|WEST BENGAL|HUGLI
Mendgaon B.O|20.139444|76.296422|MAHARASHTRA|BULDANA
Mendhali B.O|20.776483|76.320309|MAHARASHTRA|BULDANA
Lohara B.O|21.442874|80.546623|MAHARASHTRA|GONDIYA
Bawajipally B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Tharapdhar B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Thippareddypally B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Thapla B.O|30.033778|78.857374|UTTARAKHAND|GARHWAL
Thangar B.O|30.034702|78.661149|UTTARAKHAND|GARHWAL
Mera BK B.O|20.208345|76.328994|MAHARASHTRA|BULDANA
Mera Khurd B.O|20.227748|76.260946|MAHARASHTRA|BULDANA
Asudkhola B.O|22.975194|87.719109|WEST BENGAL|HUGLI
Ukai Dam S.O|21.248242|73.589408|GUJARAT|
Bhaura B.O|31.204872|76.063848|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Thimmajipet S.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Helapadawa B.O|21.833524|75.614989|MADHYA PRADESH|WEST NIMAR
Massajog B.O|18.76628|75.953581|MAHARASHTRA|BID
Thandhar B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Khamar S.O|21.265003|85.180336|ODISHA|ANUGUL
Charbhata B.O|20.562002|83.616218|ODISHA|SAMBALPUR
Mategoan B.O|19.256838|75.606987|MAHARASHTRA|BID
Nauroji Nagar B.O|28.574057|77.209056|DELHI|SOUTH WEST
Matawali B.O|18.811512|75.298214|MAHARASHTRA|BID
Khalibereni B.O|20.844403|85.151082|ODISHA|ANUGUL
Sonatikri B.O|23.059174|88.170605|WEST BENGAL|HUGLI
Bagnan Chaitanyabati B.O|22.9|88.39|WEST BENGAL|HUGLI
Thalisain S.O|30.020698|79.047071|UTTARAKHAND|GARHWAL
Thalda B.O|29.866229|78.642711|UTTARAKHAND|GARHWAL
Theelair B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Salaon B.O|31.550673|76.698046|HIMACHAL PRADESH|BILASPUR
Dhakamandi B.O|28.229887|75.925275|RAJASTHAN|JHUNJHUNU
Thair B.O|30.03905|78.75258|UTTARAKHAND|GARHWAL
Chitai B.O|29.623613|79.707734|UTTARAKHAND|
Narayanpur B.O|26.26782|88.188886|WEST BENGAL|UTTAR DINAJPUR
Dhadhot Kalan B.O|28.15101|75.740056|RAJASTHAN|JHUNJHUNU
Mehuna B.O|20.069855|76.126197|MAHARASHTRA|BULDANA
Khandahatta B.O|20.844403|85.151082|ODISHA|ANUGUL
Udhanwal B.O|31.075976|76.350704|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Chiraiya B.O|26.53074|81.540444|UTTAR PRADESH|BARA BANKI
Timalsain B.O|29.726751|78.831186|UTTARAKHAND|GARHWAL
Bahirkhand B.O|22.851786|88.070676|WEST BENGAL|HUGLI
Bahirserampore B.O|22.754925|88.331166|WEST BENGAL|HUGLI
Timlibari B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Baharkuli B.O|23.150156|88.321501|WEST BENGAL|HUGLI
Tilkholi B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Chirra B.O|26.857992|81.732206|UTTAR PRADESH|BARA BANKI
Rohama S.O|34.273928|74.356543|JAMMU & KASHMIR|BARAMULA
Mehkar S.O|20.148765|76.574831|MAHARASHTRA|BULDANA
Terri B.O|24.795452|84.999431|BIHAR|MUNGER
Sureli B.O|20.053394|81.22377|CHATTISGARH|KORIYA
Dhana B.O|28.089385|75.86211|RAJASTHAN|JHUNJHUNU
Teusa Bahu Bigha B.O|24.795452|84.999431|BIHAR|MUNGER
Dhanaura Tikri B.O|29.215761|77.455855|UTTAR PRADESH|BAGHPAT
Dhanaura Silver Nagar B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Baidyabati S.O|22.79|88.32|WEST BENGAL|HUGLI
Nishchinta Pur S.O|21.989569|88.217114|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Baidyapur Shibtala B.O|22.9|88.39|WEST BENGAL|HUGLI
Auratar B.O|27.301499|83.669225|UTTAR PRADESH|KISHANGANJ
Reewa B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Dhamora B.O|27.831064|75.451952|RAJASTHAN|JHUNJHUNU
Rblqila B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Narayanpur B.O|24.576428|77.822433|MADHYA PRADESH|ASHOKNAGAR
Bhut B.O|31.177991|76.03629|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Akhaipur B.O|27.650274|78.014901|UTTAR PRADESH|MATHURA
Sugauli B.O|26.757672|84.721107|BIHAR|PASHCHIM CHAMPARAN
Malua B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Sugaha Bhawanipur B.O|26.978565|84.719197|BIHAR|PASHCHIM CHAMPARAN
MARKET YARD S.O (Beed)|18.989089|75.760078|MAHARASHTRA|BID
Samoh B.O|31.395575|76.688914|HIMACHAL PRADESH|BILASPUR
Tadoki B.O|19.953926|81.147919|CHATTISGARH|KORIYA
Rewhara B.O|26.062008|80.674999|UTTAR PRADESH|RAE BARELI
Baira-kanpur B.O|22.9|88.39|WEST BENGAL|HUGLI
Mandhata Omkareshwar S.O|22.243772|76.150318|MADHYA PRADESH|EAST NIMAR
Salempur B.O|27.650169|78.209873|UTTAR PRADESH|MATHURA
Sarnal S.O|33.735228|75.165483|JAMMU & KASHMIR|ANANTNAG
Singrapur B.O|22.9|88.39|WEST BENGAL|HUGLI
Singherbheri B.O|22.848949|88.229916|WEST BENGAL|HUGLI
Tirmalapur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Gari Chatola B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Gari Zafar B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Baikunthapur B.O|22.988628|88.393115|WEST BENGAL|HUGLI
Nimpith Ashram S.O|22.154156|88.439786|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Nando B.O|26.149964|88.092519|WEST BENGAL|UTTAR DINAJPUR
Surajpur B.O|26.770728|84.372605|BIHAR|PASHCHIM CHAMPARAN
Reoli B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Siptai B.O|23.026417|88.044867|WEST BENGAL|HUGLI
Manjakot B.O|33.473232|74.254942|JAMMU & KASHMIR|RAJOURI
Tipraspalli B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Singur S.O|22.814957|88.234481|WEST BENGAL|HUGLI
Sinhet B.O|23.07339|88.543353|WEST BENGAL|HUGLI
Naoli B.O|26.785509|79.044731|MADHYA PRADESH|ASHOKNAGAR
Manur B.O|19.074238|75.312064|MAHARASHTRA|BID
Bajua B.O|22.940364|87.729575|WEST BENGAL|HUGLI
Rohania B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Samadpur B.O|27.47991|78.020966|UTTAR PRADESH|MATHURA
Shyamdeorva B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Bajemalia B.O|22.9|88.39|WEST BENGAL|HUGLI
Bajitpur B.O|22.892151|88.146218|WEST BENGAL|HUGLI
Nungi B.O|22.497334|88.22138|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Badhara Mir B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Saloa B.O|31.352295|76.505465|HIMACHAL PRADESH|BILASPUR
Usmanpur B.O|31.063134|76.179823|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Salnoo B.O|31.419191|76.80722|HIMACHAL PRADESH|BILASPUR
Shikarpur B.O|27.106456|83.612227|UTTAR PRADESH|KISHANGANJ
Chilianaula B.O|29.662238|79.412074|UTTARAKHAND|
Baksha B.O|22.732363|88.246128|WEST BENGAL|HUGLI
Rengpeth B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Badhra Mahant B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Cherupali B.O|21.084879|83.796908|ODISHA|SAMBALPUR
Siakrgarh B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Udagamandalam H.O|11.41|76.7|TAMIL NADU|KRISHNAGIRI
Udagamandalam Market S.O|11.422379|76.863415|TAMIL NADU|KRISHNAGIRI
Udagamandalam Race Course S.O|11.37771|76.694559|TAMIL NADU|KRISHNAGIRI
Bisla B.O|31.203363|75.92963|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Urapar S.O|30.965917|76.523023|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Noorpur B.O|22.233266|88.094961|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Bachhanari B.O|22.931003|87.916319|WEST BENGAL|HUGLI
Ardauna B.O|27.264224|83.734523|UTTAR PRADESH|KISHANGANJ
Babnan B.O|22.879649|88.225426|WEST BENGAL|HUGLI
Matergaon S.O|20.852536|76.561575|MAHARASHTRA|BULDANA
Tarwan S.O|24.728238|85.246372|BIHAR|MUNGER
Tuttapallam S.O|11.375068|76.902087|TAMIL NADU|KRISHNAGIRI
Sikandrajitpur B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Dhaulri B.O|28.921514|77.476691|UTTAR PRADESH|BAGHPAT
Manjrath B.O|19.178157|76.219507|MAHARASHTRA|BID
Nodakhali B.O|22.395833|88.177309|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Rokha B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Siswa Raja B.O|27.185406|83.872482|UTTAR PRADESH|KISHANGANJ
Turkaplly B.O|16.354265|78.789412|TELANGANA|MAHBUBNAGAR
Masrul B.O|20.453946|75.975352|MAHARASHTRA|BULDANA
Bhainswara Ghandiyal B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Anulia B.O|22.61821|88.03952|WEST BENGAL|HAORA
Sahupuram S.O|8.764166|78.134836|TAMIL NADU|THOOTHUKKUDI
Tunkimetla B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Antila B.O|22.426044|87.973763|WEST BENGAL|HAORA
Badanganj S.O|22.901787|87.537113|WEST BENGAL|HUGLI
Sultangacha B.O|23.006219|88.329896|WEST BENGAL|HUGLI
Tarari B.O|24.89368|84.7916|BIHAR|MUNGER
Mangwadgaon B.O|18.620771|76.044993|MAHARASHTRA|BID
Salethu B.O|26.40401|81.235361|UTTAR PRADESH|RAE BARELI
Dhigal B.O|28.046278|75.323726|RAJASTHAN|JHUNJHUNU
Dhikana B.O|29.08197|77.217806|UTTAR PRADESH|BAGHPAT
Khinda B.O|20.70632|85.081783|ODISHA|ANUGUL
Mango S.O|22.816368|86.210683|JHARKHAND|PURBI SINGHBHUM
Dhikauli S.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Toli S.O|29.903611|78.828354|UTTARAKHAND|GARHWAL
Sunia B.O|22.856509|87.69509|WEST BENGAL|HUGLI
Dhanuri S.O|28.230554|75.335388|RAJASTHAN|JHUNJHUNU
Singti Sibpur B.O|22.693867|87.962686|WEST BENGAL|HAORA
Toliyun B.O|29.925145|79.036608|UTTARAKHAND|GARHWAL
Survadar B.O|20.163942|73.108405|GUJARAT|BANAS KANTHA
Mangrul B.O|18.793465|75.137025|MAHARASHTRA|BID
Dhadau B.O|27.407447|78.136489|UTTAR PRADESH|AGRA
Naisarai S.O|24.828817|77.590597|MADHYA PRADESH|ASHOKNAGAR
Sai Kharsi B.O|31.342943|76.762507|HIMACHAL PRADESH|BILASPUR
Dhani Badan B.O|28.079888|75.702005|RAJASTHAN|JHUNJHUNU
Bhairamkonda B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Salon S.O|26.03|81.45|UTTAR PRADESH|RAE BARELI
Bhairampuram B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Dhania B.O|27.99154|75.427494|RAJASTHAN|JHUNJHUNU
Argori B.O|22.585694|88.229907|WEST BENGAL|HAORA
Mandva B.O|18.863921|75.148701|MAHARASHTRA|BID
Baganda B.O|22.708586|88.110833|WEST BENGAL|HUGLI
Panchpota S.O|22.468612|88.422869|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Sangam B.O|33.827506|75.072066|JAMMU & KASHMIR|ANANTNAG
Samrahda B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Sohrauna Tiwari B.O|27.066714|83.559645|UTTAR PRADESH|KISHANGANJ
Chitreshwar B.O|29.816435|79.414657|UTTARAKHAND|
Panchnan B.O|22.655073|88.358765|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Tottinon Doddi B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Panchagram Singhberia B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Samodha B.O|26.203877|80.775476|UTTAR PRADESH|RAE BARELI
Ahabaranpur B.O|27.814339|78.033451|UTTAR PRADESH|MATHURA
Uppatti S.O|11.514908|76.355769|TAMIL NADU|KRISHNAGIRI
Sakkammalpuram B.O|9.040202|78.122267|TAMIL NADU|THOOTHUKKUDI
Tekari S.O|24.942818|84.843761|BIHAR|MUNGER
Magnar B.O|33.771712|74.094631|JAMMU & KASHMIR|PUNCH
Sanjeli S.O|23.059273|73.970525|GUJARAT|DOHAD
Panapukur B.O|22.519936|88.598796|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Panarhat B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Telari B.O|24.795452|84.999431|BIHAR|MUNGER
Sisai B.O|26.875454|84.631561|BIHAR|PASHCHIM CHAMPARAN
Chachka B.O|20.163942|73.108405|GUJARAT|BANAS KANTHA
Sonara B.O|27.182296|83.573627|UTTAR PRADESH|KISHANGANJ
Bhaun B.O|29.669878|79.099102|UTTARAKHAND|GARHWAL
Bhatwaron B.O|29.983134|78.527751|UTTARAKHAND|GARHWAL
Bachhri B.O|22.348716|88.009323|WEST BENGAL|HAORA
Sandi Nagin B.O|26.250884|81.341316|UTTAR PRADESH|RAE BARELI
Togapur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Manpur B.O|22.582752|86.271723|JHARKHAND|PURBI SINGHBHUM
Sanehi B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Salara B.O|23.269694|74.000633|GUJARAT|DOHAD
Bagapar B.O|27.20986|83.520378|UTTAR PRADESH|KISHANGANJ
Budeli B.O|20.316301|81.595284|CHATTISGARH|KORIYA
Sitapur B.O|27.159281|84.44221|BIHAR|PASHCHIM CHAMPARAN
Dal B.O|29.585267|79.60248|UTTARAKHAND|
Bandla B.O|31.328177|76.789192|HIMACHAL PRADESH|BILASPUR
Danapur Shukla B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Sandaha B.O|25.951768|81.265649|UTTAR PRADESH|RAE BARELI
Bandel Junction S.O|22.923718|88.379166|WEST BENGAL|HUGLI
Diloi South B.O|28.143452|75.192476|RAJASTHAN|JHUNJHUNU
Manarsumba B.O|18.836147|75.729881|MAHARASHTRA|BID
Siswa Bhangaha B.O|27.201184|84.672814|BIHAR|PASHCHIM CHAMPARAN
Baithwalia B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Dandoopur B.O|26.648228|81.353691|UTTAR PRADESH|BARA BANKI
Bagtore B.O|34.05936|74.518497|JAMMU & KASHMIR|BARAMULA
Sonauli S.O|27.471295|83.465689|UTTAR PRADESH|KISHANGANJ
Kiakata B.O|20.865751|84.325279|ODISHA|ANUGUL
Siswania B.O|26.889362|84.515665|BIHAR|PASHCHIM CHAMPARAN
Manusmuria B.O|22.364677|86.789389|JHARKHAND|PURBI SINGHBHUM
Sonbarsa B.O|27.125278|83.354895|UTTAR PRADESH|KISHANGANJ
Bandipur B.O|22.844617|88.155974|WEST BENGAL|HUGLI
Sirisia B.O|26.781427|85.281624|BIHAR|PASHCHIM CHAMPARAN
Shyampur S.O (Howrah)|22.493596|88.194978|WEST BENGAL|HAORA
Ufalda B.O|30.057134|78.739119|UTTARAKHAND|GARHWAL
Ufaraikhal B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Aharwabhawani S.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Vannarpet B.O|11.351134|76.789914|TAMIL NADU|KRISHNAGIRI
Saguni B.O|26.302097|80.938745|UTTAR PRADESH|RAE BARELI
Bandhpur B.O|22.844617|88.155974|WEST BENGAL|HUGLI
Rohin B.O|31.41675|76.748622|HIMACHAL PRADESH|BILASPUR
Siddheswar B.O|22.592482|88.115715|WEST BENGAL|HAORA
Bharnao B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Billicombai B.O|11.43469|76.802209|TAMIL NADU|KRISHNAGIRI
Sajoi B.O|22.69843|74.087129|GUJARAT|DOHAD
Rohal B.O|31.349221|76.648491|HIMACHAL PRADESH|BILASPUR
Bharsar B.O|30.05736|78.992449|UTTARAKHAND|GARHWAL
Sibpur S.O|22.566667|88.3|WEST BENGAL|HAORA
Baneswarpur B.O|23.066623|88.45129|WEST BENGAL|HUGLI
Sibnarayanchak B.O|22.677686|88.017964|WEST BENGAL|HAORA
Sibpur Bazar S.O|22.565754|88.323236|WEST BENGAL|HAORA
Sirnagar B.O|26.811937|84.328941|BIHAR|PASHCHIM CHAMPARAN
Umapur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Ulpera B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Adanur B.O|9.008907|78.085561|TAMIL NADU|THOOTHUKKUDI
