address|lat|lon|state|district
Dhuswakala B.O|27.222295|83.377472|UTTAR PRADESH|KISHANGANJ
Chichauli B.O|26.03805|81.238115|UTTAR PRADESH|RAE BARELI
Dogahra B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Kaji Behta B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Kakari B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Dharsa B.O|22.692106|88.356817|WEST BENGAL|HAORA
Chilauli B.O|26.394744|81.203684|UTTAR PRADESH|RAE BARELI
Chilaula B.O|26.085115|80.956711|UTTAR PRADESH|RAE BARELI
Doma Khas B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Rakha Mines B.O|22.674521|86.354272|JHARKHAND|PURBI SINGHBHUM
Rakha Copper Project S.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Parasi B.O|24.795452|84.999431|BIHAR|MUNGER
Parariya B.O|24.438516|84.951836|BIHAR|MUNGER
Kasani B.O|28.346773|75.764766|RAJASTHAN|JHUNJHUNU
Hayatpur Rurki B.O|31.148534|76.222564|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Ektarpur B.O|23.109229|88.394328|WEST BENGAL|HUGLI
Chettikulam B.O|8.484536|77.897461|TAMIL NADU|THOOTHUKKUDI
Padenga B.O|19.903492|80.491379|CHATTISGARH|KORIYA
Chettikurichi B.O|9.060589|77.747354|TAMIL NADU|THOOTHUKKUDI
Ram Chandra Pur B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
A.P.Colony S.O (Gaya)|24.782567|84.982404|BIHAR|MUNGER
Bali Hatkhola B.O|22.599654|88.360853|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Baliara B.O|21.638621|88.212031|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Goureddipally B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Kari B.O|27.903705|75.414807|RAJASTHAN|JHUNJHUNU
Asuragarh B.O|25.96144|87.848847|WEST BENGAL|UTTAR DINAJPUR
Munkhosla B.O|23.113345|74.197388|GUJARAT|DOHAD
Banasundaria B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Othaka B.O|20.007511|86.171997|ODISHA|
Halakkarai B.O|11.398682|76.854801|TAMIL NADU|KRISHNAGIRI
Gorlakhan Doddi B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Chiluli B.O|26.414258|81.452618|UTTAR PRADESH|RAE BARELI
Parsawa B.O|24.795452|84.999431|BIHAR|MUNGER
Chidambaranagar S.O|8.79835|78.131755|TAMIL NADU|THOOTHUKKUDI
Dhulopur B.O|22.595769|88.263639|WEST BENGAL|HAORA
Dandesari B.O|27.786351|78.451749|UTTAR PRADESH|MATHURA
Markoot B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Banashyamnagar B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dhulasimla B.O|22.410429|88.086412|WEST BENGAL|HAORA
Kudgi S.O|16.527164|75.829427|KARNATAKA|BIJAPUR
Dhulagori B.O|22.582222|88.175833|WEST BENGAL|HAORA
Bamunia B.O|22.506735|88.631685|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Bamna B.O|22.216591|88.342148|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Parvhara B.O|24.795452|84.999431|BIHAR|MUNGER
Dhurkhali B.O|22.647691|88.000835|WEST BENGAL|HAORA
Majatri B.O|30.68333|76.598667|PUNJAB|CHANDIGARH
Dhunki B.O|22.546327|88.116935|WEST BENGAL|HAORA
JBSSK GADI S.O|18.989089|75.760078|MAHARASHTRA|BID
Jeba Pimpri B.O|18.695105|75.763313|MAHARASHTRA|BID
Gaul, Khurd B.O|20.388794|78.120407|MAHARASHTRA|YAVATMAL
Nisha B.O|20.919658|85.007753|ODISHA|ANUGUL
Christiankempai B.O|25.3478|93.017571|ASSAM|CACHAR
Kadodar B.O|20.955734|84.003522|ODISHA|SAMBALPUR
Baishata B.O|22.132882|88.467032|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Gurukunta B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Gumkhal B.O|29.892504|78.670087|UTTARAKHAND|GARHWAL
Bairagir Chak B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Jawalgaon B.O|18.682853|76.491009|MAHARASHTRA|BID
Purada B.O|21.167241|80.421525|MAHARASHTRA|GONDIYA
Jawalban B.O|18.683904|76.189966|MAHARASHTRA|BID
Jatnandur B.O|18.952882|75.425732|MAHARASHTRA|BID
Panchanpur B.O|24.795452|84.999431|BIHAR|MUNGER
Dharmauli B.O|26.963285|83.653462|UTTAR PRADESH|KISHANGANJ
Baikunthapur B.O|22.378963|88.415546|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Gumain B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Jategaon B.O|18.699503|75.567698|MAHARASHTRA|BID
Gurakonda B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Baidyahat B.O|22.641911|88.365421|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Koulagi B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Duadanda B.O|22.716374|87.787401|WEST BENGAL|HUGLI
Pandabigha B.O|24.431593|84.5923|BIHAR|MUNGER
Kotyal B.O|16.783257|75.491272|KARNATAKA|BIJAPUR
Mantrigam B.O|34.19905|74.34995|JAMMU & KASHMIR|BARAMULA
Cheolaha S.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Guntakodur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Dhamsia B.O|22.595769|88.263639|WEST BENGAL|HAORA
Gunumukla B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Mohind B.O|33.583092|75.20232|JAMMU & KASHMIR|ANANTNAG
Sandra B.O|18.791667|80.816667|CHATTISGARH|BIJAPUR
Pandey Parasawan B.O|24.795452|84.999431|BIHAR|MUNGER
Korwar S.O|16.752089|76.212423|KARNATAKA|BIJAPUR
Gundmal B.O|16.41364|79.035029|TELANGANA|MAHBUBNAGAR
Gundur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Nuapada B.O|21.145702|84.880682|ODISHA|ANUGUL
Nuahata B.O|20.830741|85.225664|ODISHA|ANUGUL
Rehtal B.O|33.383995|74.354349|JAMMU & KASHMIR|RAJOURI
Nuakheta B.O|20.648037|85.0701|ODISHA|ANUGUL
Gudendi B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Nuagaon B.O|21.110225|84.72372|ODISHA|ANUGUL
Jigaon B.O|20.927778|76.388889|MAHARASHTRA|BULDANA
Gundlanarva B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Gundimalla B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Kalhabad B.O|24.47|85.6|JHARKHAND|KODARMA
Gundiyal B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Balarampur B.O|22.284899|88.320287|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kasimpura B.O|28.221602|75.463603|RAJASTHAN|JHUNJHUNU
Kasimpur Khari B.O|29.046753|77.332443|UTTAR PRADESH|BAGHPAT
Manakpur Sharif B.O|30.849671|76.686027|PUNJAB|CHANDIGARH
Kaseru B.O|27.953458|75.259573|RAJASTHAN|JHUNJHUNU
Paraiya S.O|24.809481|84.850577|BIHAR|MUNGER
Chetra Bujurg B.O|26.34627|81.491055|UTTAR PRADESH|RAE BARELI
Gumkonda B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Balakhali B.O|22.359586|88.33972|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Sankanpalli B.O|18.675531|80.629898|CHATTISGARH|BIJAPUR
Odasha B.O|20.844403|85.151082|ODISHA|ANUGUL
Dumurdaha B.O|23.039912|88.432362|WEST BENGAL|HUGLI
Moti Zari B.O|22.773645|73.906588|GUJARAT|DOHAD
Bakultalahat B.O|22.149863|88.450684|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Bakultala B.O|22.484069|88.302248|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Palank B.O|19.813382|85.831465|ODISHA|
Bakrahat S.O|22.38907|88.208941|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Moti Khajuri B.O|22.701205|73.962433|GUJARAT|DOHAD
Kotra B.O|26.739637|77.487405|RAJASTHAN|DHAULPUR
Kotpura B.O|26.849126|77.97672|RAJASTHAN|DHAULPUR
Panidober B.O|20.27|81.49|CHATTISGARH|KABEERDHAM
Barijpur B.O|22.226457|88.287474|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Churua B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Konnur B.O|16.524725|76.169317|KARNATAKA|BIJAPUR
Kalapathar B.O|20.902487|84.00881|ODISHA|SAMBALPUR
Bahar B.O|26.095345|88.09374|WEST BENGAL|UTTAR DINAJPUR
Baharail B.O|25.738573|88.28261|WEST BENGAL|UTTAR DINAJPUR
Jamgoan B.O|18.838855|75.125349|MAHARASHTRA|BID
Barhansfartabad B.O|22.463314|88.384263|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Rautara B.O|22.598784|86.593059|JHARKHAND|PURBI SINGHBHUM
Bahin B.O|25.617321|88.123012|WEST BENGAL|UTTAR DINAJPUR
Matla B.O|31.306052|76.6918|HIMACHAL PRADESH|BILASPUR
Gajinadaspur B.O|23.090999|88.350487|WEST BENGAL|HUGLI
Bargagan Gohalia B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Pakri Guria B.O|24.502126|84.598191|BIHAR|MUNGER
Oskapalli B.O|21.005875|84.441455|ODISHA|ANUGUL
Kamela B.O|26.619453|81.45811|UTTAR PRADESH|BARA BANKI
Baidara B.O|25.316089|88.1639|WEST BENGAL|UTTAR DINAJPUR
Korahalli B.O|16.817114|75.714615|KARNATAKA|BIJAPUR
Chockalingapuram B.O|8.764166|78.134836|TAMIL NADU|THOOTHUKKUDI
Basaguda B.O|18.792596|80.813556|CHATTISGARH|BIJAPUR
Duillya B.O|22.573342|88.242832|WEST BENGAL|HAORA
Ganderpukur B.O|22.9|88.39|WEST BENGAL|HUGLI
Kariyya Rai B.O|24.476262|77.599192|MADHYA PRADESH|ASHOKNAGAR
Barashi B.O|22.101168|88.422213|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kairay B.O|34.152586|77.577053|JAMMU & KASHMIR|LEH(LADAKH)
Kamoli B.O|26.832353|81.693893|UTTAR PRADESH|BARA BANKI
Kolur Lt B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Kolur B.O|16.269005|76.149389|KARNATAKA|BIJAPUR
Gandhisarak S.O|22.728478|88.347319|WEST BENGAL|HUGLI
Baruipur Bazar B.O|22.367756|88.427788|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Baruipur H.O|22.359675|88.431776|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Moli B.O|23.059892|74.015323|GUJARAT|DOHAD
Malmoh B.O|34.087911|74.658416|JAMMU & KASHMIR|BARAMULA
Gween B.O|29.811878|79.078628|UTTARAKHAND|GARHWAL
Gweel B.O|29.994288|78.52491|UTTARAKHAND|GARHWAL
Baruldanga B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Malpora B.O|34.346361|74.488138|JAMMU & KASHMIR|BARAMULA
Jawala BK B.O|20.71473|76.719222|MAHARASHTRA|BULDANA
Hillgrove B.O|11.491604|76.733652|TAMIL NADU|KRISHNAGIRI
Panania B.O|24.795452|84.999431|BIHAR|MUNGER
Gangadharpur Bazar B.O|22.763664|88.223563|WEST BENGAL|HUGLI
Panari B.O|24.985357|85.051923|BIHAR|MUNGER
Jastgaon B.O|20.974827|76.678448|MAHARASHTRA|BULDANA
Kamarkha B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Bagdob B.O|25.989142|87.890565|WEST BENGAL|UTTAR DINAJPUR
Kalika Estate B.O|29.589241|79.646666|UTTARAKHAND|
Dahigawan B.O|26.54784|81.290421|UTTAR PRADESH|RAE BARELI
Distt. Court Complex, Dwarka S.O|28.610225|77.030059|DELHI|WEST
Mamoosa B.O|34.120957|74.543399|JAMMU & KASHMIR|BARAMULA
Baghan B.O|25.638102|88.292336|WEST BENGAL|UTTAR DINAJPUR
Hettakal B.O|11.491604|76.733652|TAMIL NADU|KRISHNAGIRI
Keharpura B.O|28.123925|75.592791|RAJASTHAN|JHUNJHUNU
Rajegaon B.O|21.568221|80.239102|MAHARASHTRA|GONDIYA
Ked B.O|27.878776|75.564914|RAJASTHAN|JHUNJHUNU
Durgapur B.O|22.538356|88.415546|WEST BENGAL|HAORA
Kamalpur B.O|20.837594|84.19362|ODISHA|SAMBALPUR
Kurenda B.O|26.736331|77.679381|RAJASTHAN|DHAULPUR
Bansdroni S.O|22.469649|88.363137|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Malangam B.O|34.438452|74.556581|JAMMU & KASHMIR|BARAMULA
Bansra S.O|22.366057|88.549281|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Marhana B.O|31.564343|76.660763|HIMACHAL PRADESH|BILASPUR
Naurangia B.O|27.399258|84.114485|BIHAR|PASHCHIM CHAMPARAN
Padmabatipur B.O|20.979205|85.114221|ODISHA|ANUGUL
Nautan Dubey B.O|26.714007|84.468175|BIHAR|PASHCHIM CHAMPARAN
Janori Nipana B.O|20.532778|76.182778|MAHARASHTRA|BULDANA
Janephal S.O|20.293611|76.575833|MAHARASHTRA|BULDANA
Dihibhursut B.O|22.771025|87.980027|WEST BENGAL|HAORA
Dihimondal Ghat B.O|22.595769|88.263639|WEST BENGAL|HAORA
Rajori (Bharnoli) B.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Nemandhapura,m B.O|12.64361|79.096631|TAMIL NADU|VELLORE
Khalasi B.O|28.07092|75.104914|RAJASTHAN|JHUNJHUNU
Paiksahi B.O|20.950926|85.237149|ODISHA|ANUGUL
Jagatpur B.O|31.134957|75.932534|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Dinabandhu Instt. S.O|22.472925|88.392628|WEST BENGAL|HAORA
Khanpur B.O|28.1329|75.81272|RAJASTHAN|JHUNJHUNU
Bangla B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dariyapur B.O|27.653026|78.13785|UTTAR PRADESH|MATHURA
Banganagar B.O|22.303459|88.243684|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kapashera B.O|28.544148|77.115981|DELHI|SOUTH WEST
Jadla S.O|31.081273|76.217494|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Jamod B.O|21.107632|76.608055|MAHARASHTRA|BULDANA
Kokatnur B.O|16.830608|76.189966|KARNATAKA|BIJAPUR
Khandawa B.O|28.210601|75.932534|RAJASTHAN|JHUNJHUNU
Banerjee Chak B.O|22.493055|88.256945|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Iduhatti B.O|11.460822|76.778194|TAMIL NADU|KRISHNAGIRI
Baneswarpur B.O|22.309627|88.263152|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dingakhola B.O|22.27764|88.068088|WEST BENGAL|HAORA
Fului B.O|22.908044|87.55689|WEST BENGAL|HUGLI
Kandraula B.O|27.184313|81.238115|UTTAR PRADESH|BARA BANKI
Furfura B.O|22.748284|88.130969|WEST BENGAL|HUGLI
Parakena B.O|19.813382|85.831465|ODISHA|
Jambhul B.O|19.966064|76.589277|MAHARASHTRA|BULDANA
Jambhuldhaba B.O|20.87255|76.129821|MAHARASHTRA|BULDANA
Barandari Baharia B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Chinnamadankudiyiruppu B.O|8.764166|78.134836|TAMIL NADU|THOOTHUKKUDI
Chinnamalaikundru B.O|8.764166|78.134836|TAMIL NADU|THOOTHUKKUDI
Massour B.O|31.342943|76.762507|HIMACHAL PRADESH|BILASPUR
Jabbowal B.O|31.167499|76.081251|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Bareguda B.O|18.918955|80.317177|CHATTISGARH|BIJAPUR
Pakari B.O|24.297373|84.503866|BIHAR|MUNGER
Hanumanti B.O|29.847337|78.573183|UTTARAKHAND|GARHWAL
Sagmeta B.O|19.069933|80.558578|CHATTISGARH|BIJAPUR
Baradapur B.O|21.749922|88.311782|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Pakharpur B.O|24.420845|84.358148|BIHAR|MUNGER
Jambhora B.O|19.953539|76.276875|MAHARASHTRA|BULDANA
Pandaria S.O|22.222729|81.408666|CHATTISGARH|KABEERDHAM
Baradrono B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Pandatarai B.O|22.188359|81.326122|CHATTISGARH|KABEERDHAM
Jamb B.O|20.323859|75.95213|MAHARASHTRA|BULDANA
Bara Mollakhali B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Bara Koipukuria B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Hullathi B.O|11.47671|76.696852|TAMIL NADU|KRISHNAGIRI
Hulical B.O|11.319775|76.773169|TAMIL NADU|KRISHNAGIRI
Naya Tola Bettiah S.O|26.801183|84.494032|BIHAR|PASHCHIM CHAMPARAN
Jalka Bhadang B.O|20.715829|76.483058|MAHARASHTRA|BULDANA
Nawalpur B.O|26.936501|84.297655|BIHAR|PASHCHIM CHAMPARAN
Methan B.O|22.994856|73.918346|GUJARAT|DOHAD
Rupuskundi B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Khajpur Naya B.O|28.127201|75.470404|RAJASTHAN|JHUNJHUNU
Kunkuta B.O|26.803255|77.682244|RAJASTHAN|DHAULPUR
Jalamb B.O|20.816667|76.583333|MAHARASHTRA|BULDANA
Kandhaipur B.O|27.0184|81.41004|UTTAR PRADESH|BARA BANKI
Marotan B.O|31.283492|76.670869|HIMACHAL PRADESH|BILASPUR
Hubbathalai B.O|11.347047|76.754844|TAMIL NADU|KRISHNAGIRI
Paharabali B.O|24.795452|84.999431|BIHAR|MUNGER
Kandarwal B.O|27.148267|81.338566|UTTAR PRADESH|BARA BANKI
Kodaganur B.O|16.520364|76.374219|KARNATAKA|BIJAPUR
Kanarichhina B.O|29.589241|79.646666|UTTARAKHAND|
Jalgaon S.O|21.0486|76.5344|MAHARASHTRA|BULDANA
Domjur S.O|22.62794|88.221773|WEST BENGAL|HAORA
Marauli Kalan B.O|30.784499|76.521365|PUNJAB|CHANDIGARH
Dedamai B.O|27.760548|78.058061|UTTAR PRADESH|MATHURA
Sair B.O|33.378645|74.288005|JAMMU & KASHMIR|RAJOURI
Bantra B.O|22.204846|88.515433|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Angai B.O|26.60455|77.462842|RAJASTHAN|DHAULPUR
Shivni B.O|18.955923|75.833059|MAHARASHTRA|BID
Gitilata B.O|22.678725|86.177719|JHARKHAND|PURBI SINGHBHUM
Gobindpur Housing Colony S.O|22.744745|86.265377|JHARKHAND|PURBI SINGHBHUM
Gobarghusi B.O|22.858315|86.352884|JHARKHAND|PURBI SINGHBHUM
Sathra B.O|33.747424|74.220867|JAMMU & KASHMIR|PUNCH
Singaon Jahagir B.O|20.080514|76.086326|MAHARASHTRA|BULDANA
Dakhinradas B.O|19.813382|85.831465|ODISHA|
Shirurghat B.O|18.678123|75.882442|MAHARASHTRA|BID
Shirur S.O (Beed)|19.051275|75.445597|MAHARASHTRA|BID
Shirasmarg B.O|19.108211|75.654993|MAHARASHTRA|BID
Shirasdevi B.O|19.196848|75.867919|MAHARASHTRA|BID
Shiral B.O|18.78778|75.066955|MAHARASHTRA|BID
Sindkhed Lapali B.O|19.952543|76.125961|MAHARASHTRA|BULDANA
Sindkhed Raja S.O|19.952543|76.125961|MAHARASHTRA|BULDANA
Gohaldangra B.O|22.444866|86.633396|JHARKHAND|PURBI SINGHBHUM
Sindi B.O|20.013714|76.450524|MAHARASHTRA|BULDANA
Shindi B.O|19.849851|75.364394|MAHARASHTRA|BID
Golmuri S.O|22.793656|86.217476|JHARKHAND|PURBI SINGHBHUM
Shekta B.O|19.208194|75.552416|MAHARASHTRA|BID
Danagohiri B.O|19.813382|85.831465|ODISHA|
Dandamukundapur Gds B.O|19.813382|85.831465|ODISHA|
Vibhuthalli B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Gangazari B.O|21.444859|80.05454|MAHARASHTRA|GONDIYA
Stok B.O|34.06441|77.553344|JAMMU & KASHMIR|LEH(LADAKH)
Sudan B.O|24.225638|85.789728|JHARKHAND|KODARMA
Gangla B.O|21.339792|79.894081|MAHARASHTRA|GONDIYA
Gankhaira B.O|21.386261|80.179137|MAHARASHTRA|GONDIYA
Spituk B.O|34.115245|77.554777|JAMMU & KASHMIR|LEH(LADAKH)
Gunni B.O|33.378645|74.288005|JAMMU & KASHMIR|RAJOURI
Garra B.O|21.682746|80.046859|MAHARASHTRA|GONDIYA
T,pudupatti B.O|10.412107|78.631717|TAMIL NADU|TIRUCHIRAPPALLI
Shirpur B.O|20.435034|76.191415|MAHARASHTRA|BULDANA
Shioni Pisa B.O|20.532778|76.182778|MAHARASHTRA|BULDANA
Shioni Taka B.O|20.532778|76.182778|MAHARASHTRA|BULDANA
Shiradhon B.O|20.823538|76.181272|MAHARASHTRA|BULDANA
Shirala Nemane B.O|20.480501|76.683861|MAHARASHTRA|BULDANA
Sangiote B.O|33.771712|74.094631|JAMMU & KASHMIR|PUNCH
Sangla B.O|33.636671|74.32819|JAMMU & KASHMIR|PUNCH
Shegaon S.O|20.792713|76.694328|MAHARASHTRA|BULDANA
Shemba B.O|20.707445|76.278323|MAHARASHTRA|BULDANA
Shendla B.O|20.233387|76.593611|MAHARASHTRA|BULDANA
Vandal B.O|16.755401|76.35794|KARNATAKA|BIJAPUR
Shendurjan B.O|20.128996|76.386156|MAHARASHTRA|BULDANA
Shelapur B.O|20.762871|76.203492|MAHARASHTRA|BULDANA
Shelgaon Atol B.O|20.177824|76.167021|MAHARASHTRA|BULDANA
Shelgaon Bazar B.O|20.790341|76.144395|MAHARASHTRA|BULDANA
Shelgaon Deshmukh B.O|20.24518|76.72788|MAHARASHTRA|BULDANA
Shelgaon Mukund B.O|20.806097|76.38905|MAHARASHTRA|BULDANA
Atarsuma B.O|26.787238|77.599192|RAJASTHAN|DHAULPUR
Vanahalli B.O|16.467812|76.195762|KARNATAKA|BIJAPUR
Shelsur B.O|20.420874|76.33804|MAHARASHTRA|BULDANA
Shara B.O|20.023554|76.540153|MAHARASHTRA|BULDANA
Sanai B.O|33.665885|74.200564|JAMMU & KASHMIR|PUNCH
Tarai B.O|24.459484|78.039515|MADHYA PRADESH|ASHOKNAGAR
Skurbuchan B.O|34.435029|76.70912|JAMMU & KASHMIR|LEH(LADAKH)
Taraoli B.O|23.258669|77.42617|MADHYA PRADESH|ASHOKNAGAR
Samote S.O|33.614041|74.295798|JAMMU & KASHMIR|PUNCH
Sawargaon Ghat B.O|19.102514|75.090315|MAHARASHTRA|BID
Sawargaon B.O|19.18799|76.138518|MAHARASHTRA|BID
Gurabanda B.O|22.334014|86.545426|JHARKHAND|PURBI SINGHBHUM
Deypursasan B.O|19.813382|85.831465|ODISHA|
Shahapur B.O|20.53675|76.759622|MAHARASHTRA|BULDANA
Salwah B.O|33.601683|74.211344|JAMMU & KASHMIR|PUNCH
Danra B.O|21.533806|84.96875|ODISHA|ANUGUL
Ghonadi B.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Salunian B.O|33.768401|74.23554|JAMMU & KASHMIR|PUNCH
Sautada B.O|18.806872|75.376195|MAHARASHTRA|BID
Tamasha B.O|24.427453|77.968154|MADHYA PRADESH|ASHOKNAGAR
Dandasinga B.O|21.067488|85.08308|ODISHA|ANUGUL
Ghoti B.O|21.17198|80.14565|MAHARASHTRA|GONDIYA
Gidhadi B.O|21.294306|80.271159|MAHARASHTRA|GONDIYA
Bhabat B.O|30.6581|76.8076|PUNJAB|CHANDIGARH
Harichuma B.O|33.207985|74.552187|JAMMU & KASHMIR|RAJOURI
Girola B.O|21.300993|80.464635|MAHARASHTRA|GONDIYA
Sakhi Maidan B.O|33.771712|74.094631|JAMMU & KASHMIR|PUNCH
Utnal B.O|16.719084|75.805455|KARNATAKA|BIJAPUR
Haldajuri B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Borolabang B.O|25.3478|93.017571|ASSAM|CACHAR
Haludbani B.O|22.750962|86.213309|JHARKHAND|PURBI SINGHBHUM
Sarni Sangvi B.O|18.759372|75.906901|MAHARASHTRA|BID
Haludpukur B.O|22.604799|86.148492|JHARKHAND|PURBI SINGHBHUM
Distt. Court Complex, Saket S.O|28.529376|77.214519|DELHI|SOUTH
Badekakler B.O|19.063517|80.457779|CHATTISGARH|BIJAPUR
Uppaladinni B.O|16.489003|75.955033|KARNATAKA|BIJAPUR
Saratewadgoan B.O|18.989089|75.760078|MAHARASHTRA|BID
Sawargaon Dukare B.O|20.377702|76.221839|MAHARASHTRA|BULDANA
Gondia Bazar S.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Sawana B.O|20.36871|76.310176|MAHARASHTRA|BULDANA
Gondia H.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Gondia City S.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Sawangi Tekale B.O|20.035989|76.199746|MAHARASHTRA|BULDANA
Sawargaon B.O|20.362869|76.739424|MAHARASHTRA|BULDANA
Deepasikha S.O|20.844403|85.151082|ODISHA|ANUGUL
Gond Mohadi B.O|21.496582|80.015446|MAHARASHTRA|GONDIYA
Sagra B.O|33.605184|74.071136|JAMMU & KASHMIR|PUNCH
Sawadad B.O|20.243591|76.416827|MAHARASHTRA|BULDANA
Gondumri B.O|21.538417|80.228755|MAHARASHTRA|GONDIYA
Savkhed Nagare B.O|20.532778|76.182778|MAHARASHTRA|BULDANA
Harhargutu B.O|22.760073|86.189797|JHARKHAND|PURBI SINGHBHUM
Goregaon S.O (Gondia)|21.4598|80.195|MAHARASHTRA|GONDIYA
Deulbera Colliery S.O|20.844403|85.151082|ODISHA|ANUGUL
Umaraj B.O|16.830171|75.710031|KARNATAKA|BIJAPUR
Bagcholi Khar B.O|26.877432|77.918174|RAJASTHAN|DHAULPUR
Adarsh Nagar B.O|28.173136|75.471613|RAJASTHAN|JHUNJHUNU
Satgaon Bhusari B.O|20.399223|76.217494|MAHARASHTRA|BULDANA
Satgaon Mhasla B.O|20.359136|75.9739|MAHARASHTRA|BULDANA
Derang B.O|21.133358|84.997355|ODISHA|ANUGUL
Dera S.O|20.953865|85.174859|ODISHA|ANUGUL
Bagthar B.O|26.795965|77.52247|RAJASTHAN|DHAULPUR
Aduka B.O|28.227155|75.670208|RAJASTHAN|JHUNJHUNU
Gothangaon B.O|20.808806|80.149138|MAHARASHTRA|GONDIYA
Sarshiv B.O|20.309911|76.470768|MAHARASHTRA|BULDANA
Bahadurpur B.O|26.750119|77.955305|RAJASTHAN|DHAULPUR
Umrani B.O|17.392947|75.731334|KARNATAKA|BIJAPUR
Sarola Maroti B.O|20.532778|76.182778|MAHARASHTRA|BULDANA
Shey B.O|34.073182|77.639294|JAMMU & KASHMIR|LEH(LADAKH)
Sandas Chincholi B.O|19.212432|76.263481|MAHARASHTRA|BID
Abusar B.O|28.101196|75.33869|RAJASTHAN|JHUNJHUNU
